,status,diameter,area,radius,pixel_ratio,cataract,other,filename
54,0,0.6909090909090909,0.4773553719008264,0.90625,0.360586011342155,5319,7831,0121_crop.jpg
55,0,0.8679245283018868,0.7532929868280526,0.9117647058823529,0.4177396280400572,1990,3561,0122_crop.jpg
56,0,0.6567164179104478,0.4312764535531299,0.6744186046511628,0.3024587403166049,1895,10678,0127_crop.jpg
57,0,0.6274509803921569,0.39369473279507883,0.5882352941176471,0.27888040712468193,2533,2418,0128_crop.jpg
58,0,1.0,1.0,0.9459459459459459,0.55357833655706,4072,2972,0132_crop.jpg
59,0,0.7254901960784313,0.5263360246059209,0.75,0.4054669703872437,1741,4661,0134_crop.jpg
60,0,0.9411764705882353,0.8858131487889274,0.7352941176470589,0.44775390625,2700,1894,0135_crop.jpg
61,0,0.6938775510204082,0.4814660558100791,0.7407407407407407,0.3312577833125778,3271,3952,0136_crop.jpg
62,0,0.7674418604651163,0.588967009194159,0.7931034482758621,0.3527204502814259,3367,6769,0137_crop.jpg
63,0,0.984375,0.968994140625,0.8611111111111112,0.5936127744510978,1808,2118,0140_crop.jpg
64,0,0.9841269841269841,0.9685059208868733,0.8823529411764706,0.584052609946568,1638,2272,0141_crop.jpg
65,0,0.82,0.6724,0.6875,0.3581223628691983,5920,2596,0143_crop.jpg
66,0,0.9655172413793104,0.9322235434007133,0.6428571428571429,0.43236810789369295,4808,2772,0144_crop.jpg
67,0,0.7966101694915254,0.6345877621373168,0.7931034482758621,0.3980952380952381,1614,3949,0148_crop.jpg
68,0,1.069767441860465,1.1444023796646836,0.7142857142857143,0.4334246575342466,1116,4462,0153_crop.jpg
69,0,0.9230769230769231,0.8520710059171598,0.7948717948717948,0.5105189340813464,1104,2352,0158_crop.jpg
70,0,0.8490566037735849,0.7208971164115343,0.7804878048780488,0.44435674822415155,1844,3324,0159_crop.jpg
71,0,0.8085106382978723,0.6536894522408329,0.8484848484848485,0.3972299168975069,2471,1822,0162_crop.jpg
72,0,1.0,1.0,1.0,0.41552142279708976,2774,1539,0163_crop.jpg
73,0,0.8235294117647058,0.6782006920415224,0.7014925373134329,0.44063763978110876,3893,15021,0165_crop.jpg
74,0,0.9298245614035088,0.8645737149892275,1.0,0.5238313473877176,1668,2021,0166_crop.jpg
75,0,0.8035714285714286,0.6457270408163266,0.9069767441860465,0.4014296463506396,3549,4662,0168_crop.jpg
76,0,0.75,0.5625,0.6,0.26821773485513606,6012,8474,0171_crop.jpg
77,0,0.5671641791044776,0.3216752060592559,0.6052631578947368,0.2506125306265313,4293,3850,0209_crop.jpg
78,0,0.7321428571428571,0.5360331632653061,0.5365853658536586,0.27088948787061995,2694,4780,0212_crop.jpg
79,0,0.58,0.3364,0.6,0.26996007984031933,4376,3551,0222_crop.jpg
80,0,0.37037037037037035,0.13717421124828533,0.5588235294117647,0.09441738478831023,2182,20820,0241_crop.jpg
81,0,0.6326530612244898,0.40024989587671805,0.6470588235294118,0.25301204819277107,2382,8287,0242_crop.jpg
82,0,0.6610169491525424,0.43694340706693474,0.7058823529411765,0.24821428571428572,4165,10023,0243_crop.jpg
83,0,0.6031746031746031,0.36381960191484,0.6153846153846154,0.2590295512586647,5910,5937,0267_crop.jpg
84,0,0.8035714285714286,0.6457270408163266,0.6052631578947368,0.2869774919614148,3794,8100,0279_crop.jpg
85,0,0.75,0.5624999999999999,0.7096774193548387,0.3090541224076884,4446,5113,0340_crop.jpg
86,0,0.7735849056603774,0.5984336062655748,0.4444444444444444,0.2573763050385838,7866,13204,0388_crop.jpg
87,0,0.7457627118644068,0.5561620224073542,0.8108108108108109,0.40709391374445786,2981,6766,0414_crop.jpg
88,0,0.6842105263157895,0.4681440443213296,0.7428571428571429,0.34192439862542956,3292,5415,0426_crop.jpg
89,0,0.7142857142857143,0.5102040816326531,0.5833333333333334,0.28483516483516486,4888,12071,0438_crop.jpg
90,0,0.7647058823529411,0.5847750865051903,0.42,0.23639075316927666,4378,5282,0498_crop.jpg
91,0,0.9215686274509803,0.849288735101884,0.7333333333333333,0.4988009592326139,4157,2084,0544_crop.jpg
92,0,0.6333333333333333,0.4011111111111111,0.5348837209302325,0.23359486447931527,8540,9791,0553_crop.jpg
93,0,0.8297872340425532,0.6885468537799908,0.7407407407407407,0.3619550858652576,3233,3159,0600_crop.jpg
94,0,0.5961538461538461,0.35539940828402367,0.6857142857142857,0.27185398655139287,3133,4034,0602_crop.jpg
95,0,0.703125,0.494384765625,0.48936170212765956,0.25999360409338024,6410,12947,0604_crop.jpg
96,0,0.8653846153846154,0.7488905325443787,0.8787878787878788,0.4936321956189506,6756,10805,0612_crop.jpg
97,0,0.6428571428571429,0.413265306122449,0.5454545454545454,0.21728971962616822,6088,14357,0622_crop.jpg
98,0,0.7115384615384616,0.5062869822485208,0.6,0.2483710233806056,5424,11126,0646_crop.jpg
99,0,0.5892857142857143,0.3472576530612245,0.64,0.24008207934336526,6168,8726,0658_crop.jpg
100,0,0.5405405405405406,0.2921840759678597,0.5813953488372093,0.20993160868272376,6190,10407,0681_crop.jpg
101,0,0.6931818181818182,0.4805010330578512,0.94,0.4650413983440662,814,6150,0686_crop.jpg
102,0,0.8717948717948718,0.760026298487837,1.0,0.5885206143896524,2269,3876,0700_crop.jpg
103,0,0.725,0.525625,0.8913043478260869,0.4244438762464843,4473,13762,0704_crop.jpg
104,0,0.7066666666666667,0.49937777777777775,0.6666666666666666,0.31062424969987995,6127,15362,0722_crop.jpg
105,0,0.611764705882353,0.37425605536332185,0.5423728813559322,0.2309372951715097,7657,11930,0726_crop.jpg
106,0,0.6666666666666666,0.4444444444444445,0.7666666666666667,0.3393614646126368,3300,17722,0730_crop.jpg
107,0,0.8433734939759037,0.7112788503411235,0.9777777777777777,0.4843789052736816,3308,7126,0735_crop.jpg
108,0,0.6705882352941176,0.44968858131487893,0.631578947368421,0.32634667784531546,5737,15765,0748_crop.jpg
109,0,0.6049382716049383,0.36595031245237003,0.5777777777777777,0.2301694003764453,1309,7137,0750_crop.jpg
110,0,0.654320987654321,0.42813595488492606,0.5932203389830508,0.2976344086021505,4223,10883,0751_crop.jpg
111,0,0.8405797101449275,0.7065742491073305,0.7959183673469388,0.4331140350877193,4942,7000,0759_crop.jpg
112,0,0.5818181818181818,0.33851239669421485,0.5434782608695652,0.24417701863354038,4910,5880,0768_crop.jpg
113,0,0.7,0.49,0.7058823529411765,0.30689655172413793,4702,2192,0770_crop.jpg
114,0,0.7058823529411765,0.4982698961937716,0.717948717948718,0.3339578454332553,3924,6189,0773_crop.jpg
115,0,0.5737704918032787,0.3292125772641763,0.6046511627906976,0.2274468826192964,4121,5913,0775_crop.jpg
116,0,0.6065573770491803,0.36791185165278156,0.4,0.1739403453689168,4840,4071,0776_crop.jpg
117,0,0.6,0.35999999999999993,0.5,0.20617886178861788,5326,8975,0778_crop.jpg
118,0,0.6515151515151515,0.4244719926538108,0.6190476190476191,0.2934033475549721,4335,11537,0779_crop.jpg
119,0,0.6949152542372882,0.48290721057167474,0.7317073170731707,0.35035674051821253,3874,3904,0781_crop.jpg
120,0,0.5223880597014925,0.27288928491869013,0.6190476190476191,0.21743421052631579,4553,4048,0783_crop.jpg
121,0,0.6140350877192983,0.3770390889504463,0.40425531914893614,0.17873542917696927,5668,5410,0785_crop.jpg
122,0,0.5714285714285714,0.326530612244898,0.4489795918367347,0.1866011925640126,5284,6974,0786_crop.jpg
123,0,0.6607142857142857,0.4365433673469388,0.5405405405405406,0.229404309252218,4868,4121,0788_crop.jpg
124,0,0.5757575757575758,0.33149678604224053,0.5641025641025641,0.22157334249398833,4475,11686,0790_crop.jpg
125,0,0.5555555555555556,0.30864197530864196,0.5405405405405406,0.1973733583489681,3857,11817,0791_crop.jpg
126,0,0.5846153846153846,0.34177514792899405,0.6744186046511628,0.2616377845735644,2571,2849,0792_crop.jpg
127,0,0.6197183098591549,0.3840507835746876,0.6585365853658537,0.27606973058637085,5178,6548,0795_crop.jpg
128,0,0.6461538461538462,0.41751479289940824,0.7560975609756098,0.34451746800415084,3333,2398,0800_crop.jpg
129,0,0.5142857142857142,0.26448979591836735,0.627906976744186,0.2504638218923933,6865,15784,0802_crop.jpg
130,0,0.8070175438596491,0.6512773160972607,0.9210526315789473,0.4128215598203348,2769,3499,0806_crop.jpg
131,0,0.8620689655172413,0.7431629013079667,0.8888888888888888,0.3785218456512862,2896,4066,0807_crop.jpg
132,0,0.8245614035087719,0.6799015081563559,0.7297297297297297,0.31321540062434966,3764,3144,0808_crop.jpg
133,0,0.8888888888888888,0.7901234567901235,0.75,0.27686915887850466,1947,3816,0809_crop.jpg
134,0,0.4925373134328358,0.24259300512363555,0.6,0.2224149895905621,5613,5342,0810_crop.jpg
135,0,0.6447368421052632,0.4156855955678671,0.6222222222222222,0.25344197808373137,4301,2778,0811_crop.jpg
136,0,0.5238095238095238,0.2743764172335601,0.6216216216216216,0.2508889766890557,5211,3236,0812_crop.jpg
137,0,0.5873015873015873,0.344923154446964,0.5555555555555556,0.2499174645097392,2780,5836,0818_crop.jpg
138,0,0.5692307692307692,0.32402366863905324,0.5319148936170213,0.2328514303291295,3246,8788,0819_crop.jpg
139,0,0.7192982456140351,0.5173899661434287,0.7352941176470589,0.3394867176947321,4931,2485,0820_crop.jpg
140,0,0.5538461538461539,0.3067455621301775,0.4878048780487805,0.19246575342465752,5375,3983,0822_crop.jpg
141,0,0.5753424657534246,0.33101895289923056,0.5490196078431373,0.23689545322907615,2548,3722,0825_crop.jpg
142,0,0.7450980392156863,0.5551710880430604,0.8823529411764706,0.34891732283464566,3134,1874,0826_crop.jpg
143,0,0.6049382716049383,0.36595031245237003,0.5849056603773585,0.3093817787418655,6948,7316,0833_crop.jpg
144,0,0.5714285714285714,0.326530612244898,0.5172413793103449,0.2572030920590302,5301,9300,0834_crop.jpg
145,0,0.543859649122807,0.29578331794398277,0.425531914893617,0.15333566189311912,5763,3993,0835_crop.jpg
146,0,0.5396825396825397,0.291257243638196,0.6,0.24082232011747431,6677,7089,0836_crop.jpg
147,0,0.6323529411764706,0.3998702422145329,0.6829268292682927,0.3017269468882372,5085,16393,0838_crop.jpg
148,0,0.7083333333333334,0.5017361111111112,0.8125,0.330781848004374,3229,3067,0839_crop.jpg
149,0,0.7073170731707317,0.5002974419988102,0.65625,0.3152741514360313,3283,10002,0841_crop.jpg
150,0,0.581081081081081,0.33765522279035787,0.5192307692307693,0.21558441558441557,4221,12271,0842_crop.jpg
151,0,0.5555555555555556,0.308641975308642,0.6046511627906976,0.2201127261940077,4462,10118,0843_crop.jpg
152,0,0.6153846153846154,0.378698224852071,0.5294117647058824,0.2088607594936709,3438,17697,0845_crop.jpg
153,0,1.0,1.0,0.6666666666666666,0.4588541666666667,2018,2643,0846_crop.jpg
154,0,0.8181818181818182,0.6694214876033057,0.6,0.32690166975881263,2673,2733,0847_crop.jpg
155,0,0.7,0.49,0.7058823529411765,0.30689655172413793,4702,2192,0850_crop.jpg
156,0,0.6949152542372882,0.48290721057167474,0.7317073170731707,0.35035674051821253,3874,3904,0855_crop.jpg
157,0,0.5,0.25,0.5714285714285714,0.2165196471531676,5179,10708,0857_crop.jpg
158,0,0.6461538461538462,0.41751479289940824,0.7560975609756098,0.34451746800415084,3333,2398,0862_crop.jpg
159,0,0.6410256410256411,0.410913872452334,0.6521739130434783,0.2904608788853162,4618,4284,0864_crop.jpg
160,0,0.5692307692307692,0.32402366863905324,0.5319148936170213,0.2328514303291295,3246,8788,0868_crop.jpg
161,0,0.7192982456140351,0.5173899661434287,0.7352941176470589,0.3394867176947321,4931,2485,0869_crop.jpg
162,0,0.543859649122807,0.29578331794398277,0.425531914893617,0.15333566189311912,5763,3993,0872_crop.jpg
163,0,0.7083333333333334,0.5017361111111112,0.8125,0.330781848004374,3229,3067,0873_crop.jpg
164,0,0.7073170731707317,0.5002974419988102,0.65625,0.3152741514360313,3283,10002,0874_crop.jpg
165,0,0.5645161290322581,0.31867845993756505,0.6153846153846154,0.23356851095432604,2067,4302,0875_crop.jpg
166,0,1.0,1.0,0.6666666666666666,0.4588541666666667,2018,2643,0876_crop.jpg
167,0,0.5333333333333333,0.28444444444444444,0.48214285714285715,0.17673758865248226,3321,3936,2152_crop.jpg
168,0,0.6615384615384615,0.4376331360946745,0.7636363636363637,0.2856760374832664,4998,6881,2187_crop.jpg
169,0,0.6388888888888888,0.408179012345679,0.5606060606060606,0.1990432612312812,4482,12843,2191_crop.jpg
170,0,0.7777777777777778,0.6049382716049383,0.68,0.3305439330543933,3126,6142,2192_crop.jpg
171,0,0.6612903225806451,0.4373048907388137,0.7073170731707317,0.28362573099415206,3799,3264,2202_crop.jpg
172,0,0.6792452830188679,0.46137415450338193,0.5952380952380952,0.24352548036758562,7763,11086,2203_crop.jpg
173,0,0.7121212121212122,0.5071166207529844,0.4716981132075472,0.23994452149791956,7051,14773,2204_crop.jpg
174,0,0.7368421052631579,0.5429362880886426,0.803921568627451,0.24039377580184185,3337,12228,2210_crop.jpg
175,0,0.5737704918032787,0.3292125772641763,0.4915254237288136,0.20236133992311917,6299,7602,2231_crop.jpg
176,0,0.75,0.5625,0.5,0.23257080610021785,4088,8445,2233_crop.jpg
177,0,0.6551724137931034,0.42925089179548154,0.49019607843137253,0.20642924676961866,3568,11215,2253_crop.jpg
178,0,0.5555555555555556,0.308641975308642,0.4339622641509434,0.17953795379537954,2930,39151,2256_crop.jpg
179,0,0.6323529411764706,0.3998702422145329,0.582089552238806,0.2585593597154291,4763,4297,2260_crop.jpg
180,0,0.78125,0.6103515625,0.8032786885245902,0.22838709677419355,7874,18702,2270_crop.jpg
181,0,0.6428571428571429,0.41326530612244894,0.4918032786885246,0.2396943029180176,5806,6339,2297_crop.jpg
182,0,0.5443037974683544,0.29626662393847136,0.4444444444444444,0.15431667249213563,5417,4480,2298_crop.jpg
183,0,0.7014925373134329,0.492091779906438,0.8070175438596491,0.21434220933298181,6321,6456,2336_crop.jpg
184,0,0.6818181818181818,0.4648760330578512,0.7719298245614035,0.2508465746288096,4154,4475,2343_crop.jpg
185,0,0.7755102040816326,0.6014160766347355,1.0,0.3674418604651163,6378,6576,2344_crop.jpg
186,0,0.5396825396825397,0.291257243638196,0.532258064516129,0.15699309639478395,7787,15361,2417_crop.jpg
187,0,0.5964912280701754,0.35580178516466604,0.5892857142857143,0.24200645350542682,5036,2602,2432_crop.jpg
188,0,0.640625,0.410400390625,0.5636363636363636,0.26090580716865797,7162,13922,2442_crop.jpg
189,0,0.6029411764705882,0.36353806228373703,0.6349206349206349,0.2447733145407564,4177,4580,2454_crop.jpg
190,0,0.6724137931034483,0.4521403091557669,0.6491228070175439,0.27396853665776194,1921,4842,2493_crop.jpg
191,0,0.5256410256410257,0.2762984878369494,0.44594594594594594,0.16466083150984684,5489,10474,2498_crop.jpg
192,0,0.7125,0.50765625,0.7887323943661971,0.337116912599319,6771,6675,2516_crop.jpg
193,0,0.5396825396825397,0.291257243638196,0.5357142857142857,0.21683537559936067,3450,14384,2526_crop.jpg
194,0,0.8461538461538461,0.7159763313609467,0.9767441860465116,0.5321067821067821,6791,12398,2547_crop.jpg
195,0,0.5066666666666667,0.25671111111111106,0.36764705882352944,0.19716014897579143,4549,5778,2573_crop.jpg
196,0,0.5588235294117647,0.3122837370242214,0.5283018867924528,0.21928418803418803,2767,3501,2579_crop.jpg
197,0,0.75,0.5625,0.48,0.2583144979011947,2382,9345,2633_crop.jpg
198,0,0.5245901639344263,0.2751948400967482,0.39215686274509803,0.1655085281111813,5397,34021,2637_crop.jpg
199,0,0.7307692307692307,0.5340236686390533,0.8412698412698413,0.38850574712643676,4642,8182,2643_crop.jpg
200,0,0.5324675324675324,0.2835216731320627,0.546875,0.21797364441564052,4924,7207,2682_crop.jpg
201,0,0.6538461538461539,0.4275147928994083,0.5,0.24343185550082103,2416,4952,2693_crop.jpg
202,0,0.7441860465116279,0.5538128718226069,0.625,0.34095982142857145,2278,1728,2702_crop.jpg
203,0,0.7368421052631579,0.5429362880886426,0.6842105263157895,0.38420107719928187,5433,11081,2703_crop.jpg
204,0,0.7916666666666666,0.626736111111111,0.6153846153846154,0.28337874659400547,1532,2338,2718_crop.jpg
205,0,0.6527777777777778,0.4261188271604939,0.5272727272727272,0.19731610337972166,2475,5173,2728_crop.jpg
206,0,0.6530612244897959,0.4264889629321116,0.48717948717948717,0.187099725526075,4501,3180,2730_crop.jpg
207,0,0.6896551724137931,0.4756242568370987,0.5294117647058824,0.24107142857142858,4995,8457,2736_crop.jpg
208,0,0.6533333333333333,0.4268444444444444,0.5892857142857143,0.3280642653537186,6228,4773,2746_crop.jpg
209,0,0.6666666666666666,0.4444444444444445,0.7090909090909091,0.17780979827089338,8133,16657,2748_crop.jpg
210,0,0.5844155844155844,0.34154157530780904,0.5614035087719298,0.23998178506375228,2541,6080,2778_crop.jpg
211,0,0.8333333333333334,0.6944444444444444,0.7183098591549296,0.32602423542989034,5027,7664,2782_crop.jpg
212,0,0.6851851851851852,0.4694787379972566,0.7045454545454546,0.2659414853713428,2837,2136,2801_crop.jpg
213,0,0.7,0.49,0.7321428571428571,0.3132391116238823,5205,5551,2803_crop.jpg
214,0,0.5555555555555556,0.30864197530864196,0.6538461538461539,0.22512329561937916,5143,4838,2818_crop.jpg
215,0,0.7560975609756098,0.571683521713266,0.8823529411764706,0.33276059564719357,3676,5070,2822_crop.jpg
216,0,0.6421052631578947,0.41229916897506924,0.68,0.34369629745352287,3338,6425,2866_crop.jpg
217,0,0.5645161290322581,0.31867845993756505,0.43103448275862066,0.1780786253579797,6488,11565,2901_crop.jpg
218,0,0.671875,0.451416015625,0.6,0.2929328621908127,3543,3901,2922_crop.jpg
219,0,0.5692307692307692,0.32402366863905324,0.5625,0.13858554342173687,8927,8207,2972_crop.jpg
220,0,0.7323943661971831,0.5364015076373736,0.5,0.2580383680086463,2473,3399,2975_crop.jpg
221,0,0.6811594202898551,0.46397815584961144,0.45161290322580644,0.22486711347353824,6890,12832,2995_crop.jpg
222,0,0.5,0.25,0.4375,0.14409690833483998,5634,5882,3029_crop.jpg
223,0,0.734375,0.539306640625,0.8679245283018868,0.27965367965367965,3621,6070,3046_crop.jpg
224,0,0.5633802816901409,0.3173973417972625,0.5555555555555556,0.2577203818079731,1621,3686,3054_crop.jpg
225,0,0.6282051282051282,0.3946416831032216,0.6666666666666666,0.2875880971025842,5056,6438,3065_crop.jpg
226,0,0.6290322580645161,0.39568158168574397,0.5094339622641509,0.2449411054062217,3560,2500,3084_crop.jpg
227,0,0.5223880597014925,0.27288928491869013,0.5151515151515151,0.12869722284940166,2350,4788,3105_crop.jpg
228,0,0.5588235294117647,0.3122837370242214,0.44776119402985076,0.17059608540925267,4730,7652,3109_crop.jpg
229,0,0.5138888888888888,0.26408179012345684,0.5087719298245614,0.19764150943396228,4667,5873,3112_crop.jpg
230,0,0.4657534246575342,0.2169262525802214,0.5079365079365079,0.18404772425983207,3709,8074,3114_crop.jpg
231,0,0.7733333333333333,0.5980444444444444,0.4528301886792453,0.24583433953151412,2029,4965,3127_crop.jpg
232,0,0.7164179104477612,0.5132546224103364,0.4807692307692308,0.3137200223089794,1668,4762,3128_crop.jpg
233,0,0.6363636363636364,0.4049586776859504,0.6739130434782609,0.2913767019667171,3515,6608,3131_crop.jpg
234,0,0.696969696969697,0.48576675849403117,0.46,0.18316681804420223,2512,3386,3137_crop.jpg
235,0,0.6323529411764706,0.3998702422145329,0.36,0.160157347569542,2330,6351,3151_crop.jpg
236,0,0.2898550724637681,0.08401596303297627,0.26229508196721313,0.075439453125,7310,17738,3153_crop.jpg
237,0,0.7192982456140351,0.5173899661434287,0.8163265306122449,0.22915155910079768,4240,13031,3154_crop.jpg
238,0,0.6410256410256411,0.410913872452334,0.6621621621621622,0.23626281297260965,3267,5309,3162_crop.jpg
239,0,0.6911764705882353,0.4777249134948097,0.6779661016949152,0.2528822055137845,5236,8958,3164_crop.jpg
240,0,0.855072463768116,0.731148918294476,0.7735849056603774,0.3355102040816327,1959,3717,3177_crop.jpg
241,0,0.5588235294117647,0.3122837370242214,0.4918032786885246,0.20573941217310807,4031,5846,3182_crop.jpg
242,0,0.4393939393939394,0.19306703397612487,0.4098360655737705,0.1589781746031746,5719,12100,3183_crop.jpg
243,0,0.7,0.49,0.6451612903225806,0.2770517511761631,3530,1767,3224_crop.jpg
244,0,0.603448275862069,0.3641498216409037,0.5769230769230769,0.22759039805530235,2636,2591,3252_crop.jpg
245,0,0.7636363636363637,0.5831404958677685,0.6818181818181818,0.2680835197613721,5680,9325,3269_crop.jpg
246,0,0.49333333333333335,0.24337777777777778,0.4032258064516129,0.1611027353004523,6252,8351,3306_crop.jpg
247,0,0.6617647058823529,0.4379325259515571,0.6296296296296297,0.2550878171173683,5003,5828,3335_crop.jpg
248,0,0.66,0.4356,0.3333333333333333,0.1413373860182371,2285,4480,3367_crop.jpg
249,0,0.6363636363636364,0.4049586776859504,0.6170212765957447,0.2978116079923882,6515,9653,3388_crop.jpg
250,0,0.6142857142857143,0.3773469387755102,0.6666666666666666,0.3064406779661017,7043,11415,3423_crop.jpg
251,0,0.7192982456140351,0.5173899661434287,0.6170212765957447,0.33186018481317797,1819,5879,3435_crop.jpg
252,0,0.6181818181818182,0.3821487603305785,0.5142857142857142,0.20794701986754968,6797,12803,3436_crop.jpg
253,0,0.5970149253731343,0.35642682111828916,0.43333333333333335,0.21222410865874364,7388,14147,3444_crop.jpg
254,0,0.6896551724137931,0.4756242568370987,0.6964285714285714,0.13945857260049221,3850,16669,3449_crop.jpg
255,0,0.603448275862069,0.3641498216409037,0.5849056603773585,0.22125543816034804,4292,7185,3458_crop.jpg
256,0,0.6349206349206349,0.4031242126480222,0.4807692307692308,0.23227312518237525,2265,7710,3463_crop.jpg
257,0,0.6410256410256411,0.410913872452334,0.6363636363636364,0.28060714999001396,6561,9804,3470_crop.jpg
258,0,0.5384615384615384,0.28994082840236685,0.46551724137931033,0.18085655314757482,5996,12545,3507_crop.jpg
